wandb: Currently logged in as: shrey2809 (is_project). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.15.4
wandb: Run data is saved locally in /scratch/AzureNfsServer_INPUT1/vc_data/users/gmanish/multiModalHate/IS-Hate-Speech/wandb/run-20230611_185557-ywx2chr2
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run feasible-bee-228
wandb: ⭐️ View project at https://wandb.ai/is_project/vision_models
wandb: 🚀 View run at https://wandb.ai/is_project/vision_models/runs/ywx2chr2
number of available devices: 1
obtained dataloaders
Downloading (…)lve/main/config.json:   0%|          | 0.00/694 [00:00<?, ?B/s]Downloading (…)lve/main/config.json: 100%|██████████| 694/694 [00:00<00:00, 174kB/s]
Downloading pytorch_model.bin:   0%|          | 0.00/597M [00:00<?, ?B/s]Downloading pytorch_model.bin:   5%|▌         | 31.5M/597M [00:00<00:02, 253MB/s]Downloading pytorch_model.bin:  11%|█         | 62.9M/597M [00:00<00:01, 272MB/s]Downloading pytorch_model.bin:  16%|█▌        | 94.4M/597M [00:00<00:01, 280MB/s]Downloading pytorch_model.bin:  21%|██        | 126M/597M [00:00<00:01, 284MB/s] Downloading pytorch_model.bin:  26%|██▋       | 157M/597M [00:00<00:01, 274MB/s]Downloading pytorch_model.bin:  32%|███▏      | 189M/597M [00:00<00:01, 273MB/s]Downloading pytorch_model.bin:  37%|███▋      | 220M/597M [00:00<00:01, 268MB/s]Downloading pytorch_model.bin:  42%|████▏     | 252M/597M [00:00<00:01, 268MB/s]Downloading pytorch_model.bin:  47%|████▋     | 283M/597M [00:01<00:01, 270MB/s]Downloading pytorch_model.bin:  53%|█████▎    | 315M/597M [00:01<00:01, 273MB/s]Downloading pytorch_model.bin:  58%|█████▊    | 346M/597M [00:01<00:00, 273MB/s]Downloading pytorch_model.bin:  63%|██████▎   | 377M/597M [00:01<00:00, 278MB/s]Downloading pytorch_model.bin:  68%|██████▊   | 409M/597M [00:01<00:00, 278MB/s]Downloading pytorch_model.bin:  74%|███████▎  | 440M/597M [00:01<00:00, 281MB/s]Downloading pytorch_model.bin:  79%|███████▉  | 472M/597M [00:01<00:00, 283MB/s]Downloading pytorch_model.bin:  84%|████████▍ | 503M/597M [00:01<00:00, 275MB/s]Downloading pytorch_model.bin:  90%|████████▉ | 535M/597M [00:01<00:00, 275MB/s]Downloading pytorch_model.bin:  97%|█████████▋| 577M/597M [00:02<00:00, 286MB/s]Downloading pytorch_model.bin: 100%|██████████| 597M/597M [00:02<00:00, 277MB/s]
Some weights of the model checkpoint at allenai/longformer-base-4096 were not used when initializing LongformerModel: ['lm_head.dense.bias', 'lm_head.dense.weight', 'lm_head.decoder.weight', 'lm_head.layer_norm.bias', 'lm_head.layer_norm.weight', 'lm_head.bias']
- This IS expected if you are initializing LongformerModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing LongformerModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
loaded models
Train Epoch-0   Iter-0  /706	loss 1.5311 (1.5311)	accu 0.500 (0.500)	
Train Epoch-0   Iter-25 /706	loss 2.3558 (1.8513)	accu 0.125 (0.538)	
Train Epoch-0   Iter-50 /706	loss 1.7568 (1.9038)	accu 1.000 (0.537)	
Train Epoch-0   Iter-75 /706	loss 2.2457 (1.8493)	accu 0.625 (0.556)	
Train Epoch-0   Iter-100/706	loss 1.0842 (1.7722)	accu 0.875 (0.588)	
Train Epoch-0   Iter-125/706	loss 0.7562 (1.7120)	accu 0.875 (0.626)	
Train Epoch-0   Iter-150/706	loss 0.5099 (1.6339)	accu 1.000 (0.661)	
Train Epoch-0   Iter-175/706	loss 1.0768 (1.5974)	accu 0.625 (0.676)	
Train Epoch-0   Iter-200/706	loss 1.3866 (1.5659)	accu 0.750 (0.690)	
Train Epoch-0   Iter-225/706	loss 1.1544 (1.5307)	accu 0.875 (0.705)	
Train Epoch-0   Iter-250/706	loss 2.3964 (1.4945)	accu 0.625 (0.723)	
Train Epoch-0   Iter-275/706	loss 1.2947 (1.4559)	accu 0.875 (0.737)	
Train Epoch-0   Iter-300/706	loss 0.3524 (1.4254)	accu 1.000 (0.748)	
Train Epoch-0   Iter-325/706	loss 1.2971 (1.3915)	accu 0.875 (0.760)	
Train Epoch-0   Iter-350/706	loss 0.7579 (1.3630)	accu 1.000 (0.770)	
Train Epoch-0   Iter-375/706	loss 0.4053 (1.3294)	accu 1.000 (0.781)	
Train Epoch-0   Iter-400/706	loss 1.9770 (1.3174)	accu 0.875 (0.788)	
Train Epoch-0   Iter-425/706	loss 1.0916 (1.2988)	accu 0.875 (0.795)	
Train Epoch-0   Iter-450/706	loss 0.3975 (1.2730)	accu 1.000 (0.802)	
Train Epoch-0   Iter-475/706	loss 0.4141 (1.2490)	accu 1.000 (0.810)	
Train Epoch-0   Iter-500/706	loss 0.7257 (1.2248)	accu 1.000 (0.817)	
Train Epoch-0   Iter-525/706	loss 0.5131 (1.2049)	accu 1.000 (0.822)	
Train Epoch-0   Iter-550/706	loss 0.9274 (1.1993)	accu 1.000 (0.826)	
Train Epoch-0   Iter-575/706	loss 0.9512 (1.1853)	accu 0.875 (0.831)	
Train Epoch-0   Iter-600/706	loss 0.3009 (1.1673)	accu 1.000 (0.834)	
Train Epoch-0   Iter-625/706	loss 0.2900 (1.1508)	accu 1.000 (0.838)	
Train Epoch-0   Iter-650/706	loss 0.3382 (1.1408)	accu 1.000 (0.841)	
Train Epoch-0   Iter-675/706	loss 0.0620 (1.1188)	accu 1.000 (0.846)	
Train Epoch-0   Iter-700/706	loss 0.3725 (1.1038)	accu 1.000 (0.850)	
Eval Epoch-0   Iter-0  /52 	loss 1.3418 (1.3418)	accu 1.000 (1.000)	
Eval Epoch-0   Iter-25 /52 	loss 2.4734 (3.0419)	accu 0.750 (0.635)	
Eval Epoch-0   Iter-50 /52 	loss 0.7066 (2.2602)	accu 0.875 (0.679)	
Epoch-0   Train: loss 1.1008	accu 0.8500	Eval: loss 2.2668	accu 0.6731
Train Epoch-1   Iter-0  /706	loss 0.4483 (0.4483)	accu 0.875 (0.875)	
Train Epoch-1   Iter-25 /706	loss 0.8422 (0.4679)	accu 0.875 (0.957)	
