Namespace(add_comment=True, add_description=True, add_other_comments=True, add_title=True, add_transcription=True, add_video=True, batch_size=8, clip_embeedings_path='data/CLIP_embeddings', debug=False, desc_keyphrase_extract=True, desc_token_count=80, freeze_lf_layers=23, gpu='1', lr=0.0003, max_epochs=30, max_len=512, metadata_path='data/extra_data_trans.csv', model='bert-large-cased', multitask=False, num_workers=0, other_comments_path='data/extra_data_other_comments.csv', other_comments_token_count=512, pad_metadata=True, remove_none=False, test_question_file='data/with_aug_ttv/test.csv', title_token_count=40, train_question_file='data/with_aug_ttv/train.csv', transcript_keyphrase_extract=True, transcript_token_count=200, validation_question_file='data/with_aug_ttv/eval.csv', video_path='data/videos/', work_dir='model_comment/')
wandb: Currently logged in as: shrey2809 (is_project). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.15.4
wandb: Run data is saved locally in /scratch/AzureNfsServer_INPUT1/vc_data/users/gmanish/multiModalHate/IS-Hate-Speech/wandb/run-20230612_181340-n7uw036p
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run devout-blaze-255
wandb: ⭐️ View project at https://wandb.ai/is_project/vision_models
wandb: 🚀 View run at https://wandb.ai/is_project/vision_models/runs/n7uw036p
number of available devices: 1
obtained dataloaders
Some weights of the model checkpoint at bert-large-cased were not used when initializing BertModel: ['cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.dense.bias', 'cls.seq_relationship.bias', 'cls.predictions.decoder.weight', 'cls.seq_relationship.weight', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.bias', 'cls.predictions.transform.dense.weight']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
loaded models
Train Epoch-0   Iter-0  /706	loss 0.6973 (0.6973)	accu 0.500 (0.500)	
Train Epoch-0   Iter-25 /706	loss 0.6927 (0.7316)	accu 0.500 (0.447)	
Train Epoch-0   Iter-50 /706	loss 0.7384 (0.6942)	accu 0.625 (0.529)	
Train Epoch-0   Iter-75 /706	loss 0.6799 (0.6529)	accu 0.750 (0.600)	
Train Epoch-0   Iter-100/706	loss 0.5848 (0.6322)	accu 0.875 (0.626)	
Train Epoch-0   Iter-125/706	loss 0.4090 (0.6106)	accu 0.875 (0.649)	
Train Epoch-0   Iter-150/706	loss 0.3699 (0.5972)	accu 0.750 (0.672)	
Train Epoch-0   Iter-175/706	loss 0.4057 (0.5823)	accu 0.875 (0.690)	
Train Epoch-0   Iter-200/706	loss 0.3857 (0.5606)	accu 0.875 (0.710)	
Train Epoch-0   Iter-225/706	loss 0.4066 (0.5510)	accu 0.750 (0.719)	
Train Epoch-0   Iter-250/706	loss 0.2249 (0.5453)	accu 1.000 (0.726)	
Train Epoch-0   Iter-275/706	loss 0.1630 (0.5336)	accu 1.000 (0.734)	
Train Epoch-0   Iter-300/706	loss 1.2409 (0.5236)	accu 0.375 (0.743)	
Train Epoch-0   Iter-325/706	loss 0.2958 (0.5193)	accu 0.875 (0.747)	
Train Epoch-0   Iter-350/706	loss 0.2813 (0.5063)	accu 0.875 (0.756)	
Train Epoch-0   Iter-375/706	loss 0.4190 (0.5020)	accu 0.750 (0.761)	
Train Epoch-0   Iter-400/706	loss 0.4404 (0.4969)	accu 0.750 (0.762)	
Train Epoch-0   Iter-425/706	loss 0.4225 (0.4895)	accu 0.875 (0.768)	
Train Epoch-0   Iter-450/706	loss 0.0825 (0.4839)	accu 1.000 (0.772)	
Train Epoch-0   Iter-475/706	loss 0.3125 (0.4765)	accu 0.875 (0.777)	
Train Epoch-0   Iter-500/706	loss 0.2151 (0.4691)	accu 1.000 (0.781)	
Train Epoch-0   Iter-525/706	loss 0.6137 (0.4605)	accu 0.750 (0.786)	
Train Epoch-0   Iter-550/706	loss 0.2248 (0.4509)	accu 0.875 (0.792)	
Train Epoch-0   Iter-575/706	loss 0.3523 (0.4452)	accu 0.875 (0.796)	
Train Epoch-0   Iter-600/706	loss 0.0331 (0.4366)	accu 1.000 (0.801)	
Train Epoch-0   Iter-625/706	loss 0.0736 (0.4294)	accu 1.000 (0.805)	
Train Epoch-0   Iter-650/706	loss 0.2872 (0.4220)	accu 0.750 (0.809)	
Train Epoch-0   Iter-675/706	loss 0.0327 (0.4137)	accu 1.000 (0.813)	
Train Epoch-0   Iter-700/706	loss 0.8803 (0.4085)	accu 0.750 (0.816)	
Eval Epoch-0   Iter-0  /52 	loss 0.7055 (0.7055)	accu 0.750 (0.750)	
Eval Epoch-0   Iter-25 /52 	loss 0.5855 (0.7694)	accu 0.750 (0.596)	
Eval Epoch-0   Iter-50 /52 	loss 0.1125 (0.5559)	accu 1.000 (0.718)	
Epoch-0   Train: loss 0.4080	accu 0.8163	Eval: loss 0.5501	accu 0.7212
Train Epoch-1   Iter-0  /706	loss 0.5612 (0.5612)	accu 0.875 (0.875)	
Train Epoch-1   Iter-25 /706	loss 0.2820 (0.2894)	accu 0.875 (0.904)	
Train Epoch-1   Iter-50 /706	loss 0.0490 (0.2629)	accu 1.000 (0.909)	
Train Epoch-1   Iter-75 /706	loss 0.0756 (0.2464)	accu 1.000 (0.914)	
Train Epoch-1   Iter-100/706	loss 0.0439 (0.2428)	accu 1.000 (0.912)	
Train Epoch-1   Iter-125/706	loss 0.3073 (0.2553)	accu 0.875 (0.903)	
Train Epoch-1   Iter-150/706	loss 0.6922 (0.2404)	accu 0.750 (0.909)	
Train Epoch-1   Iter-175/706	loss 0.1231 (0.2358)	accu 1.000 (0.911)	
Train Epoch-1   Iter-200/706	loss 0.2719 (0.2395)	accu 0.875 (0.911)	
Train Epoch-1   Iter-225/706	loss 0.8945 (0.2407)	accu 0.625 (0.911)	
Train Epoch-1   Iter-250/706	loss 0.3046 (0.2415)	accu 0.875 (0.910)	
Train Epoch-1   Iter-275/706	loss 0.0079 (0.2389)	accu 1.000 (0.910)	
Train Epoch-1   Iter-300/706	loss 0.1951 (0.2500)	accu 1.000 (0.908)	
Train Epoch-1   Iter-325/706	loss 0.7381 (0.2539)	accu 0.750 (0.905)	
Train Epoch-1   Iter-350/706	loss 0.0166 (0.2498)	accu 1.000 (0.906)	
Train Epoch-1   Iter-375/706	loss 0.8715 (0.2581)	accu 0.750 (0.906)	
Train Epoch-1   Iter-400/706	loss 0.7275 (0.2602)	accu 0.750 (0.906)	
Train Epoch-1   Iter-425/706	loss 0.0544 (0.2646)	accu 1.000 (0.905)	
Train Epoch-1   Iter-450/706	loss 0.0704 (0.2732)	accu 1.000 (0.902)	
Train Epoch-1   Iter-475/706	loss 0.4888 (0.2770)	accu 0.875 (0.901)	
Train Epoch-1   Iter-500/706	loss 0.1347 (0.2823)	accu 1.000 (0.899)	
Train Epoch-1   Iter-525/706	loss 0.0700 (0.2787)	accu 1.000 (0.901)	
Train Epoch-1   Iter-550/706	loss 0.0309 (0.2776)	accu 1.000 (0.902)	
Train Epoch-1   Iter-575/706	loss 0.0614 (0.2762)	accu 1.000 (0.902)	
Train Epoch-1   Iter-600/706	loss 0.1603 (0.2751)	accu 0.875 (0.902)	
Train Epoch-1   Iter-625/706	loss 0.0289 (0.2732)	accu 1.000 (0.903)	
Train Epoch-1   Iter-650/706	loss 0.2893 (0.2709)	accu 0.875 (0.904)	
Train Epoch-1   Iter-675/706	loss 0.5344 (0.2714)	accu 0.750 (0.904)	
Train Epoch-1   Iter-700/706	loss 0.4509 (0.2688)	accu 0.875 (0.905)	
Eval Epoch-1   Iter-0  /52 	loss 0.4272 (0.4272)	accu 0.750 (0.750)	
Eval Epoch-1   Iter-25 /52 	loss 0.0656 (0.8566)	accu 1.000 (0.659)	
Eval Epoch-1   Iter-50 /52 	loss 0.6322 (0.7031)	accu 0.625 (0.725)	
Epoch-1   Train: loss 0.2689	accu 0.9047	Eval: loss 0.7024	accu 0.7260
Train Epoch-2   Iter-0  /706	loss 0.3043 (0.3043)	accu 0.875 (0.875)	
Train Epoch-2   Iter-25 /706	loss 0.0350 (0.2310)	accu 1.000 (0.928)	
