Namespace(add_comment=True, add_description=True, add_other_comments=True, add_title=False, add_transcription=True, add_video=True, batch_size=8, clip_embeedings_path='data/CLIP_embeddings', debug=False, desc_keyphrase_extract=True, desc_token_count=80, freeze_lf_layers=23, gpu='3', lr=0.0003, max_epochs=30, max_len=512, metadata_path='data/extra_data_trans.csv', model='bert-large-cased', multitask=False, num_workers=0, other_comments_path='data/extra_data_other_comments.csv', other_comments_token_count=512, pad_metadata=True, remove_none=False, test_question_file='data/with_aug_ttv/test.csv', title_token_count=50, train_question_file='data/with_aug_ttv/train.csv', transcript_keyphrase_extract=True, transcript_token_count=200, validation_question_file='data/with_aug_ttv/eval.csv', video_path='data/videos/', work_dir='model_comment/')
wandb: Currently logged in as: shrey2809 (is_project). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.15.4
wandb: Run data is saved locally in /scratch/AzureNfsServer_INPUT1/vc_data/users/gmanish/multiModalHate/IS-Hate-Speech/wandb/run-20230612_181340-vqrghc7t
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run morning-waterfall-256
wandb: ⭐️ View project at https://wandb.ai/is_project/vision_models
wandb: 🚀 View run at https://wandb.ai/is_project/vision_models/runs/vqrghc7t
number of available devices: 1
obtained dataloaders
Some weights of the model checkpoint at bert-large-cased were not used when initializing BertModel: ['cls.seq_relationship.weight', 'cls.predictions.decoder.weight', 'cls.predictions.bias', 'cls.seq_relationship.bias', 'cls.predictions.transform.dense.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.bias']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
loaded models
Train Epoch-0   Iter-0  /706	loss 0.6808 (0.6808)	accu 0.625 (0.625)	
Train Epoch-0   Iter-25 /706	loss 0.8512 (0.7446)	accu 0.250 (0.553)	
Train Epoch-0   Iter-50 /706	loss 0.5898 (0.6981)	accu 0.750 (0.588)	
Train Epoch-0   Iter-75 /706	loss 0.8124 (0.6683)	accu 0.500 (0.630)	
Train Epoch-0   Iter-100/706	loss 0.6709 (0.6551)	accu 0.750 (0.655)	
Train Epoch-0   Iter-125/706	loss 0.8373 (0.6449)	accu 0.625 (0.665)	
Train Epoch-0   Iter-150/706	loss 0.3595 (0.6176)	accu 0.875 (0.688)	
Train Epoch-0   Iter-175/706	loss 0.2124 (0.5898)	accu 1.000 (0.710)	
Train Epoch-0   Iter-200/706	loss 0.3523 (0.5729)	accu 0.875 (0.721)	
Train Epoch-0   Iter-225/706	loss 0.2860 (0.5501)	accu 0.875 (0.733)	
Train Epoch-0   Iter-250/706	loss 0.2769 (0.5358)	accu 0.875 (0.743)	
Train Epoch-0   Iter-275/706	loss 0.4005 (0.5259)	accu 0.750 (0.750)	
Train Epoch-0   Iter-300/706	loss 0.5104 (0.5202)	accu 0.500 (0.752)	
Train Epoch-0   Iter-325/706	loss 0.1871 (0.5046)	accu 1.000 (0.762)	
Train Epoch-0   Iter-350/706	loss 0.3400 (0.4985)	accu 0.875 (0.766)	
Train Epoch-0   Iter-375/706	loss 0.2518 (0.4930)	accu 0.875 (0.771)	
Train Epoch-0   Iter-400/706	loss 0.1783 (0.4924)	accu 1.000 (0.772)	
Train Epoch-0   Iter-425/706	loss 0.2904 (0.4869)	accu 0.750 (0.775)	
Train Epoch-0   Iter-450/706	loss 0.6127 (0.4810)	accu 0.750 (0.779)	
Train Epoch-0   Iter-475/706	loss 0.2098 (0.4731)	accu 0.875 (0.782)	
Train Epoch-0   Iter-500/706	loss 0.2273 (0.4716)	accu 0.875 (0.783)	
Train Epoch-0   Iter-525/706	loss 0.1347 (0.4659)	accu 1.000 (0.786)	
Train Epoch-0   Iter-550/706	loss 0.1322 (0.4602)	accu 1.000 (0.790)	
Train Epoch-0   Iter-575/706	loss 0.5803 (0.4588)	accu 0.625 (0.792)	
Train Epoch-0   Iter-600/706	loss 0.0785 (0.4532)	accu 1.000 (0.794)	
